6.469578209239862376e-01,6.730111333856453326e-01,7.316090960827689171e-01,7.807198194745327280e-01,8.080733996693421073e-01,7.704525153405310522e-01,7.987205356398990874e-01,8.146419959342354744e-01,8.065479375573427756e-01,8.161662224605803484e-01,7.936859462376997243e-01,7.971189699892370362e-01,8.030617456776262264e-01,7.999820733359690461e-01,7.983310344562625227e-01,8.005312710009541144e-01,7.829233880688292180e-01,7.907095247456146225e-01,7.873730426846938801e-01,7.821430196797963807e-01
7.509176832204550456e-01,7.531188968501554282e-01,7.920536047808294233e-01,7.864145863234328626e-01,8.289965059487519605e-01,8.143113024616684958e-01,8.224071134255062088e-01,8.209001115797878168e-01,8.165278624920757622e-01,8.208388967296796901e-01,8.205507254275156148e-01,8.204601055360901674e-01,8.146811149080666059e-01,8.126009483558636060e-01,8.102205321181242814e-01,8.086689021517902143e-01,8.059498808987919372e-01,8.051473715737369474e-01,8.085647263916518890e-01,8.036546702683157184e-01
6.651451626975790621e-01,7.828839939933935899e-01,8.192212660939478530e-01,8.191985441243645472e-01,8.255564149318604938e-01,8.309583361228872755e-01,8.277244147859619261e-01,8.296395346049241226e-01,8.223886223288729980e-01,8.264964228846682914e-01,8.227410606860147135e-01,8.251365743100776973e-01,8.293537633271015341e-01,8.171161483005395798e-01,8.198710726844762320e-01,8.180604369291746281e-01,8.160769187880380082e-01,8.121154272260326934e-01,8.127324967256388533e-01,8.112980386986849979e-01
7.950506494069817798e-01,8.162599064147029182e-01,8.270305136770674803e-01,8.034635979746734824e-01,8.267321114410985938e-01,8.270258108625718751e-01,8.294283182334568627e-01,8.266994075520939234e-01,8.271981335589355666e-01,8.262290170105044407e-01,8.217279421102745562e-01,8.260058384623774064e-01,8.231232527046105085e-01,8.256412742905526736e-01,8.245500908914358273e-01,8.164060138254207732e-01,8.176346318200208296e-01,8.173390991783735515e-01,8.152927464078547626e-01,8.186115650485215056e-01
8.123697823749468361e-01,8.130297416376167652e-01,8.101508152055011402e-01,8.282785073622525029e-01,8.299115934907070891e-01,8.338156409918371370e-01,8.341754762619449926e-01,8.295465099460258562e-01,8.250782527699470625e-01,8.305545083117324978e-01,8.359710928925864204e-01,8.332268618977376473e-01,8.289968735414131595e-01,8.316800960123570396e-01,8.246437582445993453e-01,8.276424463656812947e-01,8.263199167466653838e-01,8.229142561185028848e-01,8.256487968964935087e-01,8.160020437203326926e-01
7.773915596313913934e-01,8.207123760788815892e-01,8.211143588120343173e-01,8.300530621191992697e-01,8.355960630019669821e-01,8.345253319841970940e-01,8.356441844386452988e-01,8.370084820702172745e-01,8.324509852538662935e-01,8.303147193184576835e-01,8.361981584366583453e-01,8.300344571874195276e-01,8.307272910918139797e-01,8.305762555678726233e-01,8.278203374979684614e-01,8.289985549813916332e-01,8.312790690201229404e-01,8.214643093969087317e-01,8.228383019884699667e-01,8.185693227228542090e-01
8.196764050974524318e-01,8.325169835516985639e-01,8.205999093255625931e-01,8.341942566895758082e-01,8.314954245741480454e-01,8.380698857206591024e-01,8.286005066754945636e-01,8.382426827301339145e-01,8.394737956116978816e-01,8.353035351338780057e-01,8.343529049389488694e-01,8.359487954332374127e-01,8.340286929550438932e-01,8.319354709344601861e-01,8.285115018202121595e-01,8.305538276724181435e-01,8.213060216255000379e-01,8.244798972941362880e-01,8.217716168615372130e-01,8.238487572960917493e-01
8.091987170114934846e-01,8.261340239521954842e-01,8.312240700433347618e-01,8.235919784071802363e-01,8.368424558804022917e-01,8.312674696929930329e-01,8.379205126641720014e-01,8.366116053177045098e-01,8.325166776197422402e-01,8.344268100363420038e-01,8.343663208852941660e-01,8.316500601346019650e-01,8.361545643186245602e-01,8.343881487746630521e-01,8.280198027621101797e-01,8.279196017458421153e-01,8.278663695853929472e-01,8.320666208812219633e-01,8.238570103442235393e-01,8.271670186188530005e-01
7.952440268623435227e-01,8.219311378470344209e-01,8.288090811229334998e-01,8.299933105250387744e-01,8.329485231063648021e-01,8.380843024676686293e-01,8.393322748087633789e-01,8.364417609073457882e-01,8.331482136692341944e-01,8.354824839844028350e-01,8.350015518339211074e-01,8.348729181182129588e-01,8.311655208329110645e-01,8.337266835678656118e-01,8.328258183045444962e-01,8.340519698709671914e-01,8.289801468895529046e-01,8.294028452478297009e-01,8.276178532308750002e-01,8.277687417177519436e-01
8.240027952220259078e-01,8.283548314565120085e-01,8.308301885781179674e-01,8.332469585442515703e-01,8.331460365720548822e-01,8.345355392023462437e-01,8.385837707745288361e-01,8.382109298389167629e-01,8.395660329108316500e-01,8.361219647785045339e-01,8.393000238887798892e-01,8.345584674981327833e-01,8.336259252336922776e-01,8.329784830940221152e-01,8.375290241086001952e-01,8.293455102789696332e-01,8.309164021007422463e-01,8.283262019171309110e-01,8.304123875027128454e-01,8.275155106909108937e-01
